"num","name","url","info","likes","genre","img","administrators","bio","albums"
4519,"Emptyty","http://www.rockit.it/emptyty","Band, Morazzone (VA), Lombardia","0","Rock, Indie, Alternativo ","url(/thumb700x250/foto/12570.jpg)","[""/recensione/19187/emptyty-estasi"",""/user/emptyty""]","\n<div class=""content-rece""><p>Gli Emptyty nascono nel settembre 2004, da due ex membri dei SdF (segnali di fumo, band dedita al rock blues). Sono infatti Diego e Ivan a lasciare il gruppo, poi scioltosi, e iniziare una nuova avventura. Dopo aver contattato Roby (ex Giornata Nera) alla batteria, Milko alla voce e Tony al basso, gli Emptyty prendono vita come band grunge. Il repertorio spazia da cover di Nirvana, Alice in Chains, Stone Temple Pilots, Soundgarden, Pearl Jam fino al post grunge e new rock come Nickelback e Muse. Gli Emptyty si specializzano contemporaneamente come band tributo ai Pearl Jam, con una playlist che va da brani conosciuti a meno noti. In questo modo riescono a maturare un&apos;ottima esperienza live, con esibizioni cariche di energia e di coinvolgimento dell&apos;audience. L&apos;estate del 2005 vede la band muovere i primi passi nella composizione di materiale proprio. Da due sessioni nascono i primi due brani del nuovo corso degli Emptyty. Nel novembre 2005 Tony decide di lasciare il gruppo a causa di incompatibilit&#xE0; caratteriale con il resto della band. Il suo posto &#xE8; rimpiazzato in maniera superba da Steve, bassista dalle grandi doti tecniche e da una vena ispiratrice per tutto il gruppo. Con questa formazione (la attuale) si esibiscono in un paio di concerti fino alla svolta decisiva... A scapito dei live gli Emptyty si chiudono in sala prove componendo materiale proprio e danno una svolta al genere proposto. Non esiste una parola che possa definire la loro musica. Forse &quot;Alternative&quot; (che vuol dire tutto e niente) &#xE8; quella che pi&#xF9; si addice... Finalmente nel Gennaio 2008 vede la luce EFFETTO E: primo lavoro degli Emptyty. Il cd contiene 9 tracce inedite e 1 cover. NEl luglio 2008 Roby lascia la band e viene sostituito da Moreno, ex batterista dei Mr. Brownstone (tributo ai Guns and Roses)</p></div>\n","[{""name"":""Estasi"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/19187.jpg"",""link"":""http://www.rockit.it/emptyty/album/estasi/19187""},{""name"":""Effetto E"",""date"":"" 2008 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/9806.jpg"",""link"":""http://www.rockit.it/emptyty/album/effetto-e/9806""}]"
4520,"Emy Santoro","http://www.rockit.it/emysantoro","Band, Estero","0","Rock, Alternativo, Electro ","url(/thumb700x250/foto/73722.jpg)","[""/recensione/22052/emy-santoro-rage-of-the-pin-ups"",""/user/karmaemi""]","\n<div class=""content-rece""><p>Sono un musicista siciliano che vive attualmente a Londra.<br>\n<br>\nHo lavorato con importanti produttori come: Warren Riker (vincitore di numerosi premi awards: Santana, Fugees, Korn, Destiny&apos;s child) e la leggenda vivente Dave Allen (The Cure, Depeche Mode, Human League, Gianna Nannini)<br>\nHo inciso un EP con i Junkstar: Magazine (Smoky Carrot records) e due singoli. <br>\nLa canzone di cui sono autore &apos;Girls like him&apos; ha raggiunto la posizione #2 della classifica novit&#xE0; Amazon (#30 nella classifica generale) solo dietro al nuovo singolo degli Evanescence.<br>\nSono inoltre co-autore di un brano scritto per lo show televisivo della BBC &quot;Ideal&quot;.<br>\nCon la mia band sono stato in tour in USA, Olanda, Inghilterra (ovviamente) ed abbiamo pure fatto tre date in Italia (con la Sanday Booking agency)...oltre ad aver suonato di spalla ad artisti quali (THe Drums, Supergrass, Athlete, Kate Nash, etc.).<br>\nRecentemente ho firmato un contratto non esclusivo come compositore con l&apos;agenzia The Soundworks che fornisce la musica per le pubblicit&#xE0; televisive di grosse compagnie (Pepsi, Max Factor).<br>\nInfine, come chitarrista ho un endorsement Rotosound e uno Big Bite electronics.</p></div>\n","[{""name"":""Rage of the pin-ups"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/22052.jpg"",""link"":""http://www.rockit.it/emysantoro/album/rage-of-the-pin-ups/22052""}]"
4521,"Emycrania","http://www.rockit.it/emycrania","Band, Veneto","0","Grunge ","url(/thumb700x250/nopic/noarticolo.jpg)","[]","\n<div class=""content-rece""></div>\n","[]"
4522,"Emykrania","http://www.rockit.it/emykrania","Band, Sardegna","0","Ska, Punk ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/emykrania""]","\n<div class=""content-rece""></div>\n","[]"
4523,"En Declin","http://www.rockit.it/endeclin","Band, Lazio","0","Post-Rock ","url(/thumb700x250/foto/2805.jpg)","[""/recensione/2752/en-declin-trama"",""/user/endeclin""]","\n<div class=""content-rece""><p>Il progetto En DECLIN nasce a ROMA nel 1996. Nel 1999 sotto il moniker di MY END esce il primo lavoro autoprodotto &#x201C;Nigth Time Flyers&#x201D;. Nel 2000 con il definitivo moniker di En DECLIN, registrano live ai &#x201C;TheOuterSoundsStudios&#x201D; il secondo lavoro dal titolo &#x201C;Amaranth&#x201D;. Nel 2001 divergenze stilistiche allontanano Loddo che viene sostituito da M.Campioni. Nel 2002 anche Casuccio lascia la band e viene sostituito da M.Tavani che porta all&#x2019;abbandono dello ScreaM e alla fusione del precedente sound con nuove influenze, alchimia che rappresenta l&#x2019;attuale indirizzo stilistico degli En DECLIN.</p></div>\n","[{""name"":""Trama"",""date"":"" 2003 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/2752.jpg"",""link"":""http://www.rockit.it/endeclin/album/trama/2752""}]"
4524,"En Dhyana","http://www.rockit.it/endhyana","Band, Toscana","0","Rock ","url(/thumb700x250/nopic/noarticolo.jpg)","[]","\n<div class=""content-rece""></div>\n","[]"
4525,"en plein air","http://www.rockit.it/epaepa","Band, Roma, Lazio","2","Indie, Post-Rock ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/recensione/15933/en-plein-air-st"",""/user/epaepa""]","\n<div class=""content-rece""><p>Violino e violoncello vi faranno veleggiare su un mare di nostalgia e malinconia e le melodie delle chitarre saranno i delfini con cui nuotare durante la navigazione. Ma navigherete anche in acque tempestose, quando chitarre e batteria si dirigeranno verso le onde pi&#xF9; alte. Sono gli En Plein Air di Roma. La loro musica &#xE8; ascrivibile al post rock, ma quando li ascolterete, potrete apprezzare quanto le influenze di musica classica e jazz impreziosiscano le loro composizioni. I loro concerti, in Italia e all&#x2019;estero, sono molto coinvolgenti. Qualcuno ha definito la loro musica come &#x201C;l&#x2019;odore di antichi strumenti musicali lanciati verso il futuro&#x201D;. Un altro dettaglio curioso: sono stati il primo gruppo a suonare dal vivo per un locale virtuale di 2nd Life.</p></div>\n","[{""name"":""s/t"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/15933.jpg"",""link"":""http://www.rockit.it/epaepa/album/st/15933""},{""name"":""L'alba irradia l'inutile parola"",""date"":"" 2007 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/12127.jpg"",""link"":""http://www.rockit.it/epaepa/album/lalba-irradia-linutile-parola/12127""}]"
4526,"En Roco","http://www.rockit.it/enroco","Band, Genova, Liguria","59","Cantautore, Pop, Alternativo ","url(/thumb700x250/foto/43871.jpg)","[""/articolo/fosbury-records-lust-jump-concerto-valentina-dorme"",""/news/chiude-la-fosbury-records"",""/news/fosbury-compie-dieci-anni-domani-streaming-compilation"",""/user/enroco""]","\n<div class=""content-rece""><p>canzoni.</p> <p>Gli En Roco nascono a Genova nel 2000 con la voglia di esprimere le proprie idee musicali attraverso un&#x2019;attitudine personale che risulta tanto timida ed intimista quanto diretta e decisa, dalla quale trae forza ispiratrice un indie-pop acustico di matrice d&apos;autore. <br>\nNel 2001 il gruppo, con Francesco Davi alla batteria e Virgilio Aristei al violino registra un demo-CD e, successivamente, inizia a muovere i suoi primi passi pubblicando un EP di 6 brani uscito per la  genovese Marsiglia Records di Matteo Casari.  &#xC8; grazie a questo EP che il gruppo inizia a farsi conoscere in ambito indipendente. Questo lavoro, accolto in maniera molto positiva pone i presupposti per lo svolgimento di una buona attivit&#xE0; dal vivo.<br>\nSempre alla fine del 2001 gli En Roco si spostano a Roma per due settimane e registrano 15 tracce destinate a divenire nel ottobre 2003 il loro  debutto discografico sulla lunga distanza. Uscito per l&apos;etichetta trevigiana Fosbury Records e distribuito da Audioglobe, il lavoro viene intitolato &quot;Prima di volare via&quot;. Nell&apos;aprile del 2004 girano il videoclip della title track.<br>\nIn seguito ad un cambio di organico, si creano i presupposti per iniziare un lungo tour,  che permette alla band l&apos;incontro con tanti musicisti di cui condividono gli intenti.<br>\nNell&#x2019;autunno del 2005 la band esce dal Green Fog Studio dove ha registrato &#x201C;Occhi chiusi&#x201D;, album uscito nel dicembre dello stesso anno.  Il disco &#xE8; prodotto dalla genovese Green Fog Records. L&apos;album, distribuito da Venus, contiene 13 brani dotati di una lieve, ma comunque pi&#xF9; evidente, attitudine rock rispetto a &#x201C;Prima di volare via&#x201D;. Al suo interno, oltre ad una maggiore complessit&#xE0; a livello compositivo, si &#xE8; voluto imprimere un differente impianto sonoro. Hanno partecipato alle registrazioni vari musicisti genovesi ad arricchire le prime stesure delle canzoni. <br>\nDal dicembre 2005 la band &#xE8; occupata nella promozione del disco. Ne scaturir&#xE0; un tour di una quarantina di date distribuite nel giro di molti mesi.<br>\nNel giugno 2006 girano il loro secondo video, La notte si avvicina, con la regia di Fabio Luongo.<br>\nTra il maggio ed il luglio 2006 sono nuovamente in  tour.<br>\nNel 2007 hanno concluso una collaborazione con Richard Coldburn, batterista dei Belle&amp;Sebastian.<br>\nLa canzone che ne &#xE8; derivata &#xE8; presente nel terzo album, Spigoli, registrato sempre al Green fog studio di Genova da Mattia Cominotto.  Per questo terzo lavoro gli En Roco hanno potuto contare  anche sulla collaborazione di molti amici, fra cui Max Morales, Paulina Tala Masafierro aka Tigermilk, Facundo e Santiago Moreno di Aparecidos, Mario Pigozzo Favero di Valentina Dorme, Matteo Casari di Blown Paper bags.<br>\nSpigoli rappresenta la naturale evoluzione di un percorso.<br>\nL&apos;approccio &#xE8; decisamente pi&#xF9; elettrico rispetto al passato. Cecilia  lascia il gruppo e si decide di rimanere un quartetto. Parteciper&#xE0; comunque alla registrazione di alcuni brani del disco.<br>\nNel dicembre del 2008 il gruppo ritorna sotto Fosbury/Audioglobe. Nei due mesi successivi si concretizza la possibilit&#xE0; di una collaborazione con Ghost PR per quanto riguarda l&apos;aspetto promozionale.<br>\n<br>\nIn seguito, a circa un anno dall&apos;uscita di Spigoli nell&apos;aprile del 2009, tornano in studio per buttare gi&#xF9; le nuove canzoni (giugno-luglio 2010). Il nuovo album &#x201C;N&#xE9; uomini n&#xE9; ragazzi&#x201D; &#xE8; uscito a novembre 2011. Il suono e le atmosfere pi&#xF9; morbide si accompagnano alla scelta forte di tirarsi un po&apos; indietro, di tornare dentro se stessi, di moderare i toni. Leggerezza la parola d&apos;ordine.</p></div>\n","[{""name"":""Né uomini né ragazzi"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/18152.jpg"",""link"":""http://www.rockit.it/enroco/album/ne-uomini-ne-ragazzi/18152""},{""name"":""Spigoli"",""date"":"" 2009 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/7105.jpg"",""link"":""http://www.rockit.it/enroco/album/spigoli/7105""},{""name"":""Occhi chiusi"",""date"":"" 2005 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/4781.jpg"",""link"":""http://www.rockit.it/enroco/album/occhi-chiusi/4781""},{""name"":""Prima di volare via"",""date"":"" 2003 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/2817.jpg"",""link"":""http://www.rockit.it/enroco/album/prima-di-volare-via/2817""},{""name"":""#Fosbury10"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/20385.jpg"",""link"":""http://www.rockit.it/compilation/fosbury10/20385""}]"
4527,"Encaustica","http://www.rockit.it/encaustica","Band, Panicale (PG), Umbria","0","Stoner, New-Wave, Hard Rock ","url(/thumb700x250/foto/50088.jpg)","[""/recensione/16957/encaustica-luci-dal-post-moderno"",""/user/encaustica""]","\n<div class=""content-rece""><p>Gli &#x201C;ENCaustica&#x201D; nascono nel 2007 e sono Claudio Brancaleoni (la voce e le parole), Fabio Baldoni (la musica e le chitarre elettriche), Errico Picchiarelli (Tastiere e suoni), Michele Fioravanti (Basso), Alberto Calzoni (Batteria) e il DJ Alessio Bacherini. <br>\nGli ENCAUSTICA, sono un gruppo rock perugino che combina sonorit&#xE0; permeabili a molteplici influenze, in particolare l&#x2019;hard rock e la new wave anni &#x2019;80, e testi graffianti ispirati, tra gli altri, ai lavori dei CCCP-CSI. Hanno partecipato a rassegne musicali (Rock dissidente e Rock targato Italia), suonato in locali (Contestaccio (Roma), Urban (Perugia), Darsena (Castiglione del Lago &#x2013; PG), 1900 (Tavernelle &#x2013; PG), Siddharta Club (Prato)) . Le esibizioni si contraddistinguono per un inedito mix di musica, immagini e recitazione per uno show a 360 gradi.<br>\nIl 19 dicembre 2009 abbiamo aperto il concerto del &#x201C;Teatro degli orrori&#x201D; all&apos;URBAN CLUB di Perugia, e il 31 luglio 2010 il concerto dei SICK TAMBURO alla Manifestazione ROCK FOR LIFE di Ponticelli e sempre i SICK TAMBURO il 15 maggio 2011 all&#x2019;URBAN CLUB di Perugia.</p></div>\n","[{""name"":""Luci Dal Post Moderno"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16957.jpg"",""link"":""http://www.rockit.it/encaustica/album/luci-dal-post-moderno/16957""}]"
4528,"Encelado","http://www.rockit.it/encelado","Band, Reggio Calabria, Calabria","1","Rock ","url(/thumb700x250/foto/23587.jpg)","[""/user/encelado""]","\n<div class=""content-rece""><p>Il viaggio degli Encelado inizia nel 2004, quando Emilio Sorridente, gi&#xE0; con gli Illusion e chitarrista della nuova band di Sasha Torrisi, ex Timoria, decide di mettere su carta anni di viaggi e sperimentazioni rock-blues e forma una band che dia sfogo ai suoi deliri musicali e letterari. Piergiorgio Id&#xE0;, figlio d&apos;arte, sale subito a bordo e fornisce un apporto ritmico al basso, alle percussioni e ai cori. Il fratello Fabrizio, alla batteria, li accompagna per qualche mese, ma &#xE8; con Amedeo Formica, vecchia conoscenza di Emilio agli Illusion, che la band trova l&apos;alchimia giusta e inizia a percorrere un sentiero che spesso intreccia sapori rock, blues e una certa psichedelia anni &apos;70 cara ad Emilio. Il risultato &#xE8; l&apos;album &apos;Anomalia di Sistema&apos;, un mix di pop, rock e ballate psichedeliche ( come &apos;Lucertola&apos;, il cui video &#xE8; presente sulla prima edizione del leggendario Renilin: Offside Project ) dilatazioni in tema e sferzate rock spesso dedicate alla ricerca interiore. C&apos;&#xE8; spazio anche per una bonus-track, &apos;Jealousy&apos;, in inglese, un paranoico jazz-blues in cui suonano come ospiti Giovanni De Sossi, contrabbassista (Bruno Tommaso Orchestra) e Vittorino Naso (gi&#xE0; percussionista con i maestri Piovani e Morricone) alla batteria. Non sono gli unici ospiti nel disco; in &apos;Anomalia di sistema&apos;, la title-track, c&apos;&#xE8; la romana Bootleg Band di Franco Vinci e Mick Brill, con Lucrezio De Seta (Alex Britti, Scott Henderson) alla batteria. &apos;Anomalia di sistema&apos; &#xE8; stata masterizzata da Antonio Baglio al Nautilus di Milano. I concerti, con Enzino Misale alle chitarre aggiunte, vedono i ragazzi impegnati in due anni di sperimentazioni live e al continuo perfezionamento di un &apos;suono&apos; che potesse risultare riconoscibile. Nel corso delle tante date del Delirioelettricotour (battezzato con uno show memorabile al Blue Dahlia di Gioiosa Jonica) toccano I Candelai di Palermo e la Nave di Harlock a Brescia, e il 31 ottobre 2007 ai Paparazzi di Crema gli Encelado vengono raggiunti sul palco da Fede Poggipollini, mitico chitarrista di Litfiba e Ligabue che con loro infiamma la notte di Halloween e regala a 3000 persone un momento davvero di bel rock e improvvisazione. Al ritorno dal tour lombardo entra a dare il suo contributo alle tastiere Antonio Stella, gi&#xE0; nella band di Torrisi con Emilio e amante dei Beatles e del brit-pop. Emilio nel frattempo esce con &apos;7 Sins&apos;, un album solista prodotto dalla &apos;Ave it .E&apos; un esperimento che unisce il rock al reading e vede Emilio alla produzione di 7 strumentali che accompagnano le liriche di Joe Caristena, film maker italo-canadese gi&#xE0; alla regia del video di &apos;Lucertola&apos;, e compagno d&apos;avventura della band. Dal novembre 2008 gli Encelado sono tornati in studio per perfezionare il nuovo ciclo di canzoni, che sar&#xE0; un concept album intitolato &apos;Reality Show&apos;, e la cui uscita &#xE8; prevista per luglio 2009.</p></div>\n","[{""name"":""Anomalia di sistema"",""date"":"" 2006 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/11303.jpg"",""link"":""http://www.rockit.it/encelado/album/anomalia-di-sistema/11303""}]"
