"id"	"name"	"url"	"info"	"likes"	"genre"	"img"	"administrators"	"bio"	"albums"	"articles"
7083	"Insomnia [Campania]"	"http://www.rockit.it/insomnia"	"Band, Campania"	"0"	"Rock "	"url(/thumb700x250/foto/4476.jpg)"	"[""/user/insomnia""]"	"\n<div class=""content-rece""><p>Nell&apos; ottobre 2003 dopo i primi tentativi di esprimere le proprie idee attraverso la musica di altri, tutto &#xE8; subito chiaro, quella dimensione impone troppi limiti. Ed &#xE8; cos&#xEC; che immediatamente inizia la ricerca di una propria dimensione, dove emozione e ragione condividono gli stessi spazi. E&apos; con la convinzione di poter uscire dall&#x2019;anonimato che gli InsOmniA compongono le prime tracce, nelle quali, subito si percepisce l&#x2019;essenza del loro pensiero: ...... (vedi sito ufficiale <a href=""http://www.insomniaorder.com"" target=""_blank"" rel=""nofollow"">www.insomniaorder.com</a> per la biografia completa).</p></div>\n"	"[{""name"":""Indelebile"",""date"":"" 2006 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/insomnia/album/indelebile/6378""},{""name"":""Antisonno"",""date"":"" 2006 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/insomnia/album/antisonno/6377""}]"	"[]"
7084	"Insomnia [Lombardia]"	"http://www.rockit.it/insomnialombardia"	"Band, Lombardia"	"0"	"Rock, Metal "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/user/insammin""]"	"\n<div class=""content-rece""></div>\n"	"[]"	"[]"
7085	"Insomnia [Piemonte]"	"http://www.rockit.it/insomniapiemonte"	"Band, Piemonte"	"0"	"Rock, Punk, Grunge "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/user/stepunk""]"	"\n<div class=""content-rece""></div>\n"	"[]"	"[]"
7086	"Inspiration Funky Brigade"	"http://www.rockit.it/inspirationfunkybrigade"	"Band, Lombardia"	"0"	"Rock, Funk "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[]"	"\n<div class=""content-rece""></div>\n"	"[]"	"[]"
7087	"Insula"	"http://www.rockit.it/insula"	"Band, Piacenza, Emilia Romagna"	"0"	"Stoner, Metal, Alternativo "	"url(/thumb700x250/foto/84082.jpg)"	"[""/recensione/24438/insula-unfulfilled"",""/user/insula""]"	"\n<div class=""content-rece""><p>new single out now!</p> <p>Gli Insula nascono nel 2012 a Piacenza da un&#x2019;idea di Lorenzo Cacciatore (voce e synth), Claudio Marchesi (chitarra e tastiere), Nicholas Dimroci (basso) e Davide Manstretta (batteria). <br>\nLo stile della band si colloca nel territorio dell&#x2019;alternative rock di stampo moderno, che devia in direzione dello stoner e del metal.<br>\nDopo il primo EP omonimo registrato presso il MOFO Studio di Piacenza nell&#x2019;autunno 2012, inizia l&#x2019;attivit&#xE0; live. I consensi riscossi portano la band ad entrare nuovamente in studio nell&#x2019;ottica di un pi&#xF9; definito progetto musicale. Sotto la supervisione di Carlo Izzo dei Moonlight Studios di Parma prende forma il singolo Unfulfilled, rilasciato nel novembre 2013, apripista del primo full-lenght previsto per l&#x2019;estate 2014.</p></div>\n"	"[{""name"":""Unfulfilled"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/24438.jpg"",""link"":""http://www.rockit.it/insula/album/unfulfilled/24438""}]"	"[{""title"":""Recensione - Unfulfilled · Metal e stoner rock, con la mente aperta"",""url"":""http://www.rockit.it/recensione/24438/insula-unfulfilled"",""date"":""18/07/2014""}]"
7088	"Insula Dulcamara"	"http://www.rockit.it/insuladulcamara"	"Band, Napoli, Campania"	"1"	"Cantautore, Indie, Alternativo "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/user/insuladulcamara""]"	"\n<div class=""content-rece""><p>INSULA DULCAMARA Precisazioni: L&apos;Insula Dulcamara fa musica. Lo fa continuamente e lo fa da tempo. L&apos;Insula Dulcamara se la scrive e se la canta. L&apos;Insula Dulcamara utilizza vecchi suoni con nuove attitudini e vecchie attitudini con nuovi suoni. L&apos;Insula Dulcamara crede nelle autoproduzioni e nelle autorganizzazioni. L&apos;Insula Dulcamara crede nella libera circolazione della musica e dei saperi. Chi avesse intenzione di avvicinarvisi, &#xE8; pregato di farlo come lo farebbe con un collage: divertito ma non troppo. Poi il resto non va spiegato...se abbiamo orecchie per ascoltare, questo basta. In ultimo, il perch&#xE9; di questo nome: &quot;non deve spaventare il fatto che non si inserisca solo ci&#xF2; che &#xE8; semplice, noi vogliamo sempre sperare che il difcile rimanga in equilibrio con le altre forze. In tal modo la vita &#xE8; sicuramente pi&#xF9; avvincente..[&#x2026;]. E ognuno prenda da entrambi i piatti, a suo piacimento, il dolce e l&apos;amaro&#x2026;con attenzione e saggezza non si subiranno grandi delusioni.&quot;. Paul Klee spiega cos&#xEC; il proprio quadro &quot;Insula Dulcamara&quot;. Noi sottoscriviamo ed omaggiamo. Informazioni rilevanti: Negli ultimi tempi ha: &#xF0FB; (auto)prodotto quattro EP e un LP sotto tutela CC 2.5. &#xF0FB; partecipato con un brano originale ad UTOPIA 2006, compilation autoprodotta della sala prove dello SKA, registrata al CSOA ofcina 99 con la collaborazione del collettivo politico-musicale GetUpKids! Tutto all&apos;insegna del NO-SIAE. &#xF0FB; preso parte con due brani originali ad un cd tributo alla saga Malauss&#xE8;ne di Daniel Pennac , sulle tracce di Malaussenne curato e composto (eccezion fatta per i due brani dell&apos;Insula Dulcamara e alcune cover) dal chitarrista jazz napoletano Mauro De Leonardo e che vede numerose collaborazioni di rilevanti musicisti del panorama partenopeo (Giulio Martino, Antonello Paliotti, Piero de Asmundis, Gianfranco Campagnoli). &#xF0FB; Composto e registrato due brani originali per la colonna sonora della seconda parte del documentario (g)reve g&#xE9;n&#xE9;ral(e) , di Daniela de Felice e Matthieu Chatellier. &#xF0FB; Partecipato con 2 brani alla compilation Filozero (2008), a cura del Movimento Costozero. No-SIAE. &#xF0FB; Partecipato con un brano alla compilation tributo ai Fugazi &quot;You have no control&quot; (2010) promossa dal collettivo Get up kids!, dalla sala di registrazione di Ofcina 99 e dalla fanzine A&apos;rraggia. Il disco riunisce 14 band della scena alternativa campana che hanno interpretato alla propria maniera i pezzi della storica band hardcore americana, il tutto all&apos;insegna del Do It Yourself! e del No SIAE e con la partecipazione speciale de L&apos;Enfance Rouge. &#xF0FB; Partecipato con un brano alla compilation autoprodotta &quot;Piano Sequenza: retrospettiva di musica a Napoli negli anni &apos;00 &quot; a cura del KorovaMilkBar e del TPA/Arkfotolab. No-SIAE. &#xF0FB; suonato dal vivo con Micah P. Hinson, Le Loup Garou, Chapter, Mescla &amp; Emanuele Valenti, Riccardo Veno, Agata &amp; Me, The Sleeping Years. Virginiana Miller, Daniele Sepe. &#xF0FB; Nel 2011 ha terminato le registrazioni delle dieci nuove tracce che vanno a comporre il nuovo disco autoprodotto [Cos&#xEC; Ragionano Tutti i Pesci], per il quale sta cercando un&apos;etichetta che l&apos;aiuti a difonderlo e a promuoverlo. Attuale formazione: Luca Di Maio: voce, chitarra acustica, kazoo, strumentini e giocattoli vari. Domenico Angarano: basso acustico, basso elettrico, contrabbasso. Gianluca Capurro: chitarre, ukulele, glockenspiel, stilofono, piano toy, cori. Marcello Giannini: chitarre, glockenspiel, diamonica, cori, piano toy, strumentini e giocattoli vari. Marco Castaldo: batteria, percussioni. email: <a href=""mailto:insuladulcamara@gmail.com"">insuladulcamara@gmail.com</a></p></div>\n"	"[{""name"":""[Così Ragionano Tutti i Pesci]"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/17496.jpg"",""link"":""http://www.rockit.it/insuladulcamara/album/cosi-ragionano-tutti-i-pesci/17496""}]"	"[]"
7089	"INTELAIATURA BASIMALE"	"http://www.rockit.it/INTELAIATURABASIMALEPAGINAFACE"	"Band, MESSINA (ME), Sicilia"	"0"	"Psichedelico, New-Wave, Hard Rock "	"url(/thumb700x250/foto/108694.jpg)"	"[""/recensione/29755/intelaiatura-basimale-conformisti-alternativi"",""/user/IntelaiaturaBasimale""]"	"\n<div class=""content-rece""><p>Giuseppe Barbera:voce e chitarra; Roberto Cavallaro:basso;Giuseppe Mangano;Gianfranco Tripodi: chitarra</p> <p>Il nome &quot;INTELAIATURA BASIMALE&quot;, nasce da un&apos;espressione grammaticale errata di una persona anziana a noi cara. Dopo diversi avvicendamenti all&apos;interno del gruppo, nel 2015 l&apos;attuale formazione si auto - produce l&apos;ep &quot;CONFORMISTI ALTERNATIVI&quot;, contenente 5 brani.</p></div>\n"	"[{""name"":""Conformisti Alternativi"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/29755.jpg"",""link"":""http://www.rockit.it/INTELAIATURABASIMALEPAGINAFACE/album/conformisti-alternativi/29755""}]"	"[{""title"":""Recensione - Conformisti Alternativi · Ciò che ne viene fuori è il malcelato tentativo di essere considerati i Litfiba 2k, quelli più stilosi e fastidiosi intendo, quelli dal sound tardo ‘70 e mollicciamente rock."",""url"":""http://www.rockit.it/recensione/29755/intelaiatura-basimale-conformisti-alternativi"",""date"":""25/09/2015""}]"
7090	"Intercity"	"http://www.rockit.it/intercity"	"Band, Milano, Lombardia"	"59"	"Pop, Indie "	"url(/thumb700x250/foto/19061.jpg)"	"[""/news/playlist-citta-viaggio-musica"",""/recensione/29964/intercity-amur"",""/articolo/mi-ami-2012-palco-collinetta-jack-venerdi"",""/user/intercity""]"	"\n<div class=""content-rece""><p>Intercity nascono nel 2008 sulle ceneri degli Edwood  (all&#x2019;attivo 3 splendidi album), e al nucleo originale composto da Fabio e Michele Campetti e Pierpaolo Lissignoli si unisce la cantautrice milanese Anna Vigan&#xF2;. La band esordisce nel 2009 con &#x201C;Grand piano&#x201D; disco prodotto da Francesco Donadello: liriche metropolitane, ciniche, emozionali; spiccano le splendide &#x201C;Grand piano&#x201D; e &#x201C;Manhattan&#x201D;, le introspettive &#x201C;Keith e Annette&#x201D; e &#x201C;Odio Anversa&#x201D;. Un esordio come pochi in Italia sono stati capaci di fare. Acclamato da critica e pubblico ha reso Intercity un gruppo di culto dell&#x2019;underground italiano.<br>\n<br>\nIl prossimo Gennaio invece vedr&#xE0; la luce l&#x2019;attesissimo secondo disco dal titolo &#x201C;YU HU&#x201D;, un album assoluto, 15 brani di alto livello, un susseguirsi di emozioni, singoli come &#x201C;L&#x2019;elettricit&#xE0;&#x201D; &#x201C;Neon&#x201D; &#x201C;Overdisco&#x201D;, ballate come &#x201C;Smeraldo&#x201D; &#x201C;Nouvelle vague&#x201D; &#x201C;La lunga avenue&#x201D; &#x201C;Terrore esotico&#x201D; e brani pi&#xF9; spigolosi quali &#x201C;Piano piano&#x201D; e &#x201C;Anais&#x201D; fanno parte, tra le altre, di una tracklist solida, 50 minuti di musica in stato di grazia.<br>\nTesti poetici, visionari, attuali, futuristici, autobiografici, sull&#x2019;amore, sulla vita.<br>\nProdotto da Giacomo Fiorenza, registrato in analogico, il disco si candida ad essere sicuramente una pietra miliare del prossimo 2012 e non solo.<br>\n<br>\nDopo i sopracitati due album &quot;Grand piano&quot; del 2009 e &quot;Yuhu&quot; del 2012, quest&apos;anno &#xE8; in arrivo il bellissimo nuovo disco &quot;Amur&quot; prodotto da Marco Caldera &#xE8; un saliscendi di emozioni e melodie, a breve nuove news in merito.<br>\n<br>\nDario Fugagnoli: batteria<br>\nFabio Campetti: voce / chitarra<br>\nGiulia Mabellini: violino<br>\nMichele Campetti: chitarra<br>\nPaolo Comini: basso / cori<br>\n<br>\nManagement: Marco Caldera</p></div>\n"	"[{""name"":""AMUR."",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/29964.jpg"",""link"":""http://www.rockit.it/intercity/album/amur/29964""},{""name"":""Yu Hu"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/18298.jpg"",""link"":""http://www.rockit.it/intercity/album/yu-hu/18298""},{""name"":""Grand piano"",""date"":"" 2009 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/10534.jpg"",""link"":""http://www.rockit.it/intercity/album/grand-piano/10534""},{""name"":""Rockit Vol.39 MI AMI 2012"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/19551.jpg"",""link"":""http://www.rockit.it/compilation/rockit-vol39-mi-ami-2012/19551""},{""name"":""Ten Years After. More Songs From The Lakes County"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/20388.jpg"",""link"":""http://www.rockit.it/compilation/ten-years-after-more-songs-from-the-lakes-county/20388""},{""name"":""Rockit Vol.34"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/17930.jpg"",""link"":""http://www.rockit.it/compilation/rockit-vol34/17930""}]"	"[{""title"":""News - Ascolta la nuova playlist \"Città e direzioni\" · Un viaggio musicale attraverso i più bei pezzi del nostro database dedicati alle città"",""url"":""http://www.rockit.it/news/playlist-citta-viaggio-musica"",""date"":""15/03/2016""},{""title"":""Recensione - AMUR. · Grandi canzoni di pop italiano come soltanto pochi saprebbero mettere, tutte insieme, in un unico full lenght."",""url"":""http://www.rockit.it/recensione/29964/intercity-amur"",""date"":""02/09/2015""},{""title"":""Live Report - MI AMI 2012 - Palco La Collinetta di Jack - venerdì"",""url"":""http://www.rockit.it/articolo/mi-ami-2012-palco-collinetta-jack-venerdi"",""date"":""15/06/2012""},{""title"":""Recensione - Yu Hu · Un gran disco pop, di una bellezza torbida e avvolgente"",""url"":""http://www.rockit.it/recensione/18298/intercity-yu-hu"",""date"":""25/01/2012""},{""title"":""News - Rock Island Festival, oggi al via"",""url"":""http://www.rockit.it/news/rock-island-festival-oggi-via"",""date"":""30/06/2009""},{""title"":""News - Rock Island 2009, la diciottesima edizione"",""url"":""http://www.rockit.it/news/rock-island-2009-diciottesima-edizione"",""date"":""24/06/2009""},{""title"":""News - Rock Island Festival, la 18esima edizione"",""url"":""http://www.rockit.it/news/rock-island-festival-18esima-edizione"",""date"":""16/06/2009""},{""title"":""News - A Bottanuco (Bg) la 18° edizione del Rock Island Festival"",""url"":""http://www.rockit.it/news/bottanuco-bg-18-edizione-rock-island-festival"",""date"":""26/05/2009""}]"
7091	"Interferenze"	"http://www.rockit.it/interferenze"	"Band, Toscana"	"0"	"Rock, Elettronico "	"url(/thumb700x250/foto/3135.jpg)"	"[""/user/idolo"",""/user/interferenze""]"	"\n<div class=""content-rece""><p>INTERFERENZE nasce nel 2002 attraverso l&apos;unione di due personalit&#xE0; diverse ma affini, unite dalla consapevolezza di creare qualcosa lontano dai consueti canoni. Giacomo &quot;Jac&quot; Salani (voce, chitarre immaginarie e suggerimenti digitali) e Luca Fucci (Synth, piano, programmazioni e pensieri sintetici) sono due musicisti che coniugano il gusto per le sonorit&#xE0; dark-elettroniche e l&apos;energia del rock con un cantato in italiano. Una rottura con il passato, con il consueto concetto di gruppo, non esistono ruoli, ma solo intercambiabili movimenti. I processi creativi di INTERFERENZE sono generati&#x2026;</p></div>\n"	"[{""name"":""V1.2"",""date"":"" 2010 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/12827.jpg"",""link"":""http://www.rockit.it/interferenze/album/v12/12827""}]"	"[]"
7092	"Internal Disfunction"	"http://www.rockit.it/internaldisfunction"	"Band, Campania"	"0"	"Rock'n'roll, Punk, Hard Rock "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/user/internaldisfunction""]"	"\n<div class=""content-rece""><p>Ladies &amp; Gentlemen&#x2026;gli Internal Disfunction irrompono sulla scena. FaB NiNe (Fabrizio Fiscone, et&#xE0; 20, voce), Key Rocks (Flavio Leboffe, et&#xE0; 20, basso), Maddy Dukk (Marco D&#x2019;Acunzo, et&#xE0; 20, chitarra), Mirkko De Mayo (Mirco De Maio, et&#xE0; 20, batteria): Quattro anime dannate costrette ad espiare i loro peccati nel background napoletano reagiscono con un rock&#x2019;n&#x2019;roll da godersi fino in fondo. Gli I.D. sono un condensato di glam-style e teatralit&#xE0;: una bomba pronta ad esplodere con un inebriante e caotico show; gli I.D. hanno un&#x2019;immagine suggestiva e d&#x2019;impatto, gli I.D. sono quattro personaggi d&#x2026;</p></div>\n"	"[{""name"":""NiNe Feet Under"",""date"":"" 2005 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/4489.jpg"",""link"":""http://www.rockit.it/internaldisfunction/album/nine-feet-under/4489""}]"	"[]"
